SaleID,price
200000.0,685.3062
200001.0,1243.1094
200002.0,5110.595
200003.0,909.2651
200004.0,1358.5819
200005.0,986.81085
200006.0,299.91
200007.0,2332.603
200008.0,8028.126
200009.0,444.70828
200010.0,514.04114
200011.0,1607.9519
200012.0,3371.8276
200013.0,5164.4385
200014.0,1614.7328
200015.0,171.52264
200016.0,1052.4685
200017.0,4938.9087
200018.0,5051.727
200019.0,396.06335
200020.0,15738.89
200021.0,4906.7803
200022.0,1561.3816
200023.0,919.35077
200024.0,515.5124
200025.0,5182.119
200026.0,551.47925
200027.0,8342.134
200028.0,2981.9846
200029.0,5164.243
200030.0,12149.952
200031.0,6480.6626
200032.0,399.11554
200033.0,9106.395
200034.0,510.44916
200035.0,1160.8054
200036.0,9379.112
200037.0,4431.12
200038.0,839.2413
200039.0,212.8905
200040.0,405.60583
200041.0,14531.1875
200042.0,274.88284
200043.0,5419.8184
200044.0,12212.386
200045.0,506.51685
200046.0,10784.514
200047.0,11013.933
200048.0,1652.2491
200049.0,2158.426
200050.0,553.8214
200051.0,2788.804
200052.0,1776.1628
200053.0,260.32343
200054.0,7517.741
200055.0,6245.454
200056.0,4539.1997
200057.0,2313.3743
200058.0,812.91
200059.0,3386.816
200060.0,4849.893
200061.0,1050.2391
200062.0,3568.717
200063.0,6237.672
200064.0,993.6478
200065.0,1304.939
200066.0,385.1217
200067.0,6813.868
200068.0,166.06514
200069.0,12324.978
200070.0,5744.147
200071.0,170.49413
200072.0,3394.1003
200073.0,11492.544
200074.0,2771.0007
200075.0,8687.669
200076.0,1774.2732
200077.0,248.4271
200078.0,295.5176
200079.0,1781.6034
200080.0,2343.3782
200081.0,1268.4338
200082.0,3061.707
200083.0,333.79376
200084.0,796.90247
200085.0,1145.0281
200086.0,4463.5596
200087.0,2064.798
200088.0,1619.5111
200089.0,24224.17
200090.0,1800.4423
200091.0,163.55098
200092.0,1422.4205
200093.0,11627.772
200094.0,4856.8213
200095.0,3735.3628
200096.0,1739.19
200097.0,825.7119
200098.0,266.55573
200099.0,13892.767
200100.0,15098.097
200101.0,5242.763
200102.0,1183.4807
200103.0,7126.9663
200104.0,3538.2593
200105.0,2066.783
200106.0,6156.499
200107.0,1233.4539
200108.0,8304.873
200109.0,4967.417
200110.0,902.6458
200111.0,1033.9163
200112.0,1180.6407
200113.0,389.99014
200114.0,1347.9991
200115.0,907.1882
200116.0,8769.825
200117.0,10225.348
200118.0,43309.516
200119.0,212.8905
200120.0,2107.6758
200121.0,1986.1378
200122.0,438.1284
200123.0,1433.9877
200124.0,33504.984
200125.0,500.81332
200126.0,2235.7175
200127.0,9754.235
200128.0,1013.1495
200129.0,3717.6023
200130.0,2640.7327
200131.0,1877.5345
200132.0,703.8966
200133.0,1749.6339
200134.0,801.7464
200135.0,1868.1278
200136.0,2479.9458
200137.0,1025.2635
200138.0,6507.492
200139.0,4383.6387
200140.0,1355.5801
200141.0,1004.83203
200142.0,3269.4941
200143.0,4857.5825
200144.0,847.2224
200145.0,3650.909
200146.0,1733.8729
200147.0,2436.688
200148.0,1385.107
200149.0,168.44206
200150.0,7193.387
200151.0,3299.2466
200152.0,419.73178
200153.0,306.95013
200154.0,4973.565
200155.0,1889.4662
200156.0,10082.732
200157.0,6193.825
200158.0,6749.2593
200159.0,1949.4398
200160.0,4841.6865
200161.0,4311.3804
200162.0,4148.299
200163.0,446.01212
200164.0,11447.481
200165.0,10864.323
200166.0,17143.217
200167.0,2378.0654
200168.0,25668.615
200169.0,515.82355
200170.0,1714.431
200171.0,5401.8774
200172.0,1494.9844
200173.0,20610.074
200174.0,864.1727
200175.0,1423.7042
200176.0,5568.0327
200177.0,3704.863
200178.0,3325.676
200179.0,2613.7183
200180.0,628.5585
200181.0,10372.089
200182.0,2872.3157
200183.0,1377.495
200184.0,1635.1006
200185.0,2651.5408
200186.0,1850.1747
200187.0,4691.983
200188.0,8232.938
200189.0,7166.617
200190.0,2727.1873
200191.0,2454.1738
200192.0,735.4083
200193.0,2134.3413
200194.0,4524.7964
200195.0,1444.1294
200196.0,672.1305
200197.0,15950.711
200198.0,789.431
200199.0,2996.7031
200200.0,448.08365
200201.0,4764.162
200202.0,1305.1334
200203.0,1331.054
200204.0,5057.6685
200205.0,3622.7578
200206.0,670.5909
200207.0,2798.6335
200208.0,3522.723
200209.0,836.9989
200210.0,8539.6875
200211.0,3777.3645
200212.0,4467.505
200213.0,5256.047
200214.0,13589.701
200215.0,4828.609
200216.0,2233.2344
200217.0,730.3435
200218.0,6059.5225
200219.0,789.09106
200220.0,1285.1383
200221.0,4642.0513
200222.0,1749.6096
200223.0,543.4489
200224.0,10077.108
200225.0,2252.962
200226.0,744.42926
200227.0,5682.0273
200228.0,162.26569
200229.0,4148.5557
200230.0,4299.4614
200231.0,2927.517
200232.0,665.838
200233.0,4784.8677
200234.0,264.582
200235.0,5324.6157
200236.0,2587.1821
200237.0,2938.102
200238.0,4958.5093
200239.0,5366.432
200240.0,15633.847
200241.0,7104.2563
200242.0,2686.7827
200243.0,2106.9653
200244.0,4270.676
200245.0,2922.9924
200246.0,2978.7817
200247.0,1285.5223
200248.0,226.06305
200249.0,7140.509
200250.0,16974.14
200251.0,6635.305
200252.0,507.96954
200253.0,6100.4395
200254.0,6600.899
200255.0,5526.0283
200256.0,1602.2045
200257.0,7151.456
200258.0,2651.6501
200259.0,4788.4214
200260.0,1025.5648
200261.0,3342.7834
200262.0,1741.8485
200263.0,6092.1646
200264.0,3763.4353
200265.0,2957.053
200266.0,728.83673
200267.0,8160.7847
200268.0,4517.1455
200269.0,2858.6235
200270.0,6632.055
200271.0,1831.3481
200272.0,2126.1047
200273.0,10702.229
200274.0,301.66382
200275.0,9622.053
200276.0,1251.4911
200277.0,1815.2634
200278.0,1470.5685
200279.0,6553.765
200280.0,1789.576
200281.0,469.32892
200282.0,7406.3447
200283.0,4013.738
200284.0,365.15808
200285.0,3771.8682
200286.0,1007.2268
200287.0,7692.3276
200288.0,8412.698
200289.0,2318.516
200290.0,4507.106
200291.0,6962.671
200292.0,1803.3276
200293.0,5735.2617
200294.0,4501.3887
200295.0,999.14386
200296.0,1757.5105
200297.0,4521.818
200298.0,924.38245
200299.0,2532.1455
200300.0,2966.0981
200301.0,3402.1912
200302.0,1136.1702
200303.0,4663.731
200304.0,1628.8063
200305.0,2401.1074
200306.0,1164.9205
200307.0,9535.233
200308.0,1075.2959
200309.0,763.757
200310.0,656.087
200311.0,827.28705
200312.0,6745.379
200313.0,1226.559
200314.0,3882.933
200315.0,725.3714
200316.0,25118.379
200317.0,1913.5508
200318.0,432.47974
200319.0,6273.3735
200320.0,2424.7065
200321.0,18761.592
200322.0,8413.391
200323.0,917.3446
200324.0,15279.72
200325.0,3433.6362
200326.0,1463.0142
200327.0,11132.92
200328.0,648.9655
200329.0,5197.4854
200330.0,1328.5223
200331.0,1006.4764
200332.0,6815.4463
200333.0,778.90564
200334.0,324.87323
200335.0,926.77496
200336.0,1052.5548
200337.0,702.66656
200338.0,1159.6222
200339.0,8486.993
200340.0,17945.36
200341.0,2106.0896
200342.0,3775.144
200343.0,1158.6183
200344.0,2978.3762
200345.0,4342.2905
200346.0,750.03064
200347.0,6544.2603
200348.0,6991.7
200349.0,508.85507
200350.0,8761.024
200351.0,1721.4906
200352.0,488.07712
200353.0,953.7601
200354.0,2278.0774
200355.0,464.96597
200356.0,2263.1414
200357.0,936.1305
200358.0,1775.3846
200359.0,5384.8037
200360.0,10085.569
200361.0,1203.891
200362.0,1484.4556
200363.0,1103.2094
200364.0,3357.8013
200365.0,5962.0806
200366.0,702.384
200367.0,4472.0063
200368.0,4676.6655
200369.0,3859.8125
200370.0,577.8535
200371.0,6883.168
200372.0,883.8811
200373.0,705.9123
200374.0,595.9853
200375.0,715.5762
200376.0,1657.4478
200377.0,1240.9186
200378.0,843.0628
200379.0,1132.6466
200380.0,411.7293
200381.0,2195.1128
200382.0,17555.854
200383.0,1190.0494
200384.0,1620.3486
200385.0,603.5929
200386.0,782.8789
200387.0,2853.8342
200388.0,4906.713
200389.0,4507.066
200390.0,248.97725
200391.0,2601.952
200392.0,958.2455
200393.0,1830.9376
200394.0,2553.3938
200395.0,151.95976
200396.0,2409.4182
200397.0,668.0749
200398.0,1322.6274
200399.0,536.88196
200400.0,1289.5044
200401.0,2828.317
200402.0,998.65814
200403.0,1985.0192
200404.0,477.64413
200405.0,463.7245
200406.0,1264.1757
200407.0,1000.99664
200408.0,4416.4155
200409.0,7959.7905
200410.0,4597.0977
200411.0,984.26654
200412.0,11303.835
200413.0,7266.4814
200414.0,2860.8635
200415.0,5651.349
200416.0,4836.9873
200417.0,1022.5184
200418.0,683.83734
200419.0,9626.711
200420.0,11234.635
200421.0,998.1241
200422.0,993.80133
200423.0,724.456
200424.0,36304.734
200425.0,6153.6313
200426.0,2624.2322
200427.0,12434.996
200428.0,1098.0701
200429.0,3614.3118
200430.0,2937.6577
200431.0,1706.6277
200432.0,2800.6113
200433.0,10023.017
200434.0,483.71585
200435.0,3473.4624
200436.0,7018.6475
200437.0,512.2092
200438.0,211.2763
200439.0,733.0917
200440.0,729.2324
200441.0,694.358
200442.0,1076.2726
