SaleID,price
200000,1293.6271
200001,1923.2573
200002,8489.182
200003,1291.1296
200004,1990.2157
200005,1096.7186
200006,457.2968
200007,3361.581
200008,12752.245
200009,600.20386
200010,625.33673
200011,2667.9868
200012,6160.8623
200013,7346.0537
200014,1632.8495
200015,237.93008
200016,1726.5312
200017,8567.995
200018,6837.794
200019,1163.2399
200020,24832.387
200021,8144.159
200022,2201.9485
200023,1588.4739
200024,835.8134
200025,7682.017
200026,694.8774
200027,12195.336
200028,4096.164
200029,7878.0312
200030,17247.227
200031,12554.668
200032,619.20013
200033,14737.568
200034,659.6151
200035,2040.6493
200036,14133.262
200037,5667.7705
200038,1567.7073
200039,352.6095
200040,587.8962
200041,27839.764
200042,464.12878
200043,7419.2993
200044,19471.025
200045,556.53827
200046,14926.823
200047,17989.55
200048,2664.1946
200049,3284.7927
200050,431.4057
200051,4377.996
200052,3232.5593
200053,479.93463
200054,12495.249
200055,11399.927
200056,4153.482
200057,3441.954
200058,929.68616
200059,5236.132
200060,8526.51
200061,1084.475
200062,5593.1006
200063,8278.187
200064,1327.5079
200065,1688.3759
200066,478.43643
200067,10477.826
200068,198.53879
200069,17582.225
200070,8948.775
200071,306.8421
200072,6574.5566
200073,18952.604
200074,4688.9297
200075,12909.924
200076,2915.787
200077,316.5188
200078,353.24884
200079,3046.9348
200080,3106.4326
200081,2120.4675
200082,4719.8804
200083,408.25772
200084,1214.5192
200085,1803.2787
200086,7127.5884
200087,3504.6965
200088,2409.79
200089,41199.61
200090,2542.0017
200091,204.8861
200092,1466.9368
200093,15652.134
200094,6532.8174
200095,6136.3535
200096,2145.215
200097,1154.7618
200098,403.52988
200099,25288.236
200100,21294.223
200101,7041.353
200102,1800.6461
200103,10976.376
200104,5437.1978
200105,4554.188
200106,8188.953
200107,2282.8804
200108,14393.309
200109,7706.543
200110,627.8273
200111,1980.9504
200112,1805.8323
200113,865.3962
200114,2335.5837
200115,1211.464
200116,14492.807
200117,18270.344
200118,68765.95
200119,204.4826
200120,3060.1565
200121,2531.2717
